Fecha,Resultado,Federal,U de G,Privado,Rapidas,
06/08/2021,Confirmados,"111,809","36,323","121,153","22,627",
06/08/2021,Descartados,"141,759","75,056","736,310","79,583",
06/08/2021,Sospechosos,"22,287",206,Na,Na,
07/08/2021,Confirmados,"112,855","36,323","121,670","22,810",
07/08/2021,Descartados,"142,838","75,056","739,859","80,225",
07/08/2021,Sospechosos,"22,338",206,Na,Na,
08/08/2021,Confirmados,"113,193","36,323","122,868","23,000",
08/08/2021,Descartados,"143,228","75,056","743,866","80,470",
08/08/2021,Sospechosos,"22,102",206,Na,Na,
09/08/2021,Confirmados,"113,373","36,323","124,341","23,000",
09/08/2021,Descartados,"143,472","75,056","749,316","80,470",
09/08/2021,Sospechosos,"22,082",206,Na,Na,
10/08/2021,Confirmados,"114,281","36,323","124,890","23,245",
10/08/2021,Descartados,"144,293","75,056","754,191","80,876",
10/08/2021,Sospechosos,"22,461",206,Na,Na,
11/08/2021,Confirmados,"115,426","36,411","125,405","23,245",
11/08/2021,Descartados,"145,238","75,148","758,474","80,876",
11/08/2021,Sospechosos,"22,639",206,Na,Na,
12/08/2021,Confirmados,"116,718","36,439","125,859","23,245",
12/08/2021,Descartados,"146,532","75,162","763,161","80,876",
12/08/2021,Sospechosos,"22,638",206,Na,Na,
13/08/2021,Confirmados,"118,102","36,483","126,250","23,245",
13/08/2021,Descartados,"147,769","75,222","767,384","80,876",
13/08/2021,Sospechosos,"22,651",206,Na,Na,
14/08/2021,Confirmados,"119,525","36,483","126,677","23,245",
14/08/2021,Descartados,"149,150","75,222","771,495","80,876",
14/08/2021,Sospechosos,"22,616",206,Na,Na,
15/08/2021,Confirmados,"119,907","36,483","128,027","23,245",
15/08/2021,Descartados,"149,561","75,222","776,776","80,876",
15/08/2021,Sospechosos,"22,400",206,Na,Na,
16/08/2021,Confirmados,"120,187","36,483","129,268","23,476",
16/08/2021,Descartados,"149,872","75,222","782,055","81,252",
16/08/2021,Sospechosos,"22,346",206,Na,Na,
17/08/2021,Confirmados,"120,822","36,613","130,101","23,657",
17/08/2021,Descartados,"150,482","75,414","786,470","81,824",
17/08/2021,Sospechosos,"22,648",206,Na,Na,
18/08/2021,Confirmados,"122,540","36,613","130,263","23,657",
18/08/2021,Descartados,"152,262","75,414","789,242","81,824",
18/08/2021,Sospechosos,"22,839",206,Na,Na,
19/08/2021,Confirmados,"124,007","36,626","130,419","23,861",
19/08/2021,Descartados,"153,599","75,434","791,026","82,780",
19/08/2021,Sospechosos,"22,850",206,Na,Na,
20/08/2021,Confirmados,"125,528","36,883","130,495","23,861",
20/08/2021,Descartados,"154,765","75,944","793,477","82,780",
20/08/2021,Sospechosos,"22,812",206,Na,Na,
21/08/2021,Confirmados,"126,759","36,883","130,929","24,075",
21/08/2021,Descartados,"156,004","75,944","797,888","83,504",
21/08/2021,Sospechosos,"22,780",206,Na,Na,
22/08/2021,Confirmados,"127,023","37,329","132,013","24,167",
22/08/2021,Descartados,"156,275","77,032","802,045","84,048",
22/08/2021,Sospechosos,"22,588",206,Na,Na,
23/08/2021,Confirmados,"127,282","37,360","133,527","24,167",
23/08/2021,Descartados,"156,577","77,083","806,633","84,048",
23/08/2021,Sospechosos,"22,576",206,Na,Na,
24/08/2021,Confirmados,"128,261","37,360","134,159","24,368",
24/08/2021,Descartados,"157,400","77,083","810,293","84,395",
24/08/2021,Sospechosos,"22,915",206,Na,Na,
25/08/2021,Confirmados,"129,544","37,391","134,706","24,368",
25/08/2021,Descartados,"158,812","77,134","815,117","84,395",
25/08/2021,Sospechosos,"23,014",206,Na,Na,
26/08/2021,Confirmados,"130,757","37,405","135,316","24,368",
26/08/2021,Descartados,"160,023","77,177","818,166","84,395",
26/08/2021,Sospechosos,"22,952",206,Na,Na,
27/08/2021,Confirmados,"131,834","37,749","135,617","24,448",
27/08/2021,Descartados,"161,163","78,315","821,109","84,845",
27/08/2021,Sospechosos,"22,972",206,Na,Na,
28/08/2021,Confirmados,"132,708","37,778","136,380","24,598",
28/08/2021,Descartados,"162,132","78,367","825,813","85,531",
28/08/2021,Sospechosos,"22,956",206,Na,Na,
29/08/2021,Confirmados,"132,971","37,966","137,279","25,049",
29/08/2021,Descartados,"162,436","78,833","831,036","85,800",
29/08/2021,Sospechosos,"22,752",206,Na,Na,
30/08/2021,Confirmados,"133,159","37,966","138,744","25,194",
30/08/2021,Descartados,"162,640","78,833","836,703","86,178",
30/08/2021,Sospechosos,"22,765",206,Na,Na,
31/08/2021,Confirmados,"133,533","38,152","139,779","25,400",
31/08/2021,Descartados,"162,959","79,265","842,207","86,656",
31/08/2021,Sospechosos,"22,999",206,Na,Na,
01/09/2021,Confirmados,"134,418","38,152","140,650","25,442",
01/09/2021,Descartados,"163,892","79,265","846,545","86,958",
01/09/2021,Sospechosos,"23,095",206,Na,Na,
02/09/2021,Confirmados,"135,613","38,384","141,008","25,442",
02/09/2021,Descartados,"165,204","80,310","849,372","86,958",
02/09/2021,Sospechosos,"23,120",206,Na,Na,
03/09/2021,Confirmados,"136,755","38,372","141,540","25,572",
03/09/2021,Descartados,"166,533","80,278","854,295","87,437",
03/09/2021,Sospechosos,"23,065",206,Na,Na,
04/09/2021,Confirmados,"137,912","38,372","142,162","25,572",
04/09/2021,Descartados,"167,907","80,278","858,981","87,437",
04/09/2021,Sospechosos,"23,106",206,Na,Na,
05/09/2021,Confirmados,"139,005","38,577","142,710","25,510",
05/09/2021,Descartados,"168,959","80,814","862,866","87,354",
05/09/2021,Sospechosos,"22,990",206,Na,Na,
06/09/2021,Confirmados,"139,606","38,577","143,884","25,510",
06/09/2021,Descartados,"169,735","80,814","867,457","87,354",
06/09/2021,Sospechosos,"22,921",206,Na,Na,
07/09/2021,Confirmados,"140,711","38,501","144,448","25,678",
07/09/2021,Descartados,"170,870","80,716","872,175","87,914",
07/09/2021,Sospechosos,"21,127",206,Na,Na,
08/09/2021,Confirmados,"141,677","38,559","145,173","25,678",
08/09/2021,Descartados,"172,136","81,123","876,235","87,914",
08/09/2021,Sospechosos,"23,184",206,Na,Na,
09/09/2021,Confirmados,"142,772","38,559","145,695","25,826",
09/09/2021,Descartados,"173,439","81,123","880,492","88,316",
09/09/2021,Sospechosos,"23,090",206,Na,Na,
10/09/2021,Confirmados,"143,727","39,191","145,864","25,826",
10/09/2021,Descartados,"174,709","83,113","883,977","88,316",
10/09/2021,Sospechosos,"23,165",206,Na,Na,
11/09/2021,Confirmados,"144,577","39,191","146,452","26,126",
11/09/2021,Descartados,"175,890","83,113","889,326","89,241",
11/09/2021,Sospechosos,"23,152",206,Na,Na,
12/09/2021,Confirmados,"144,810","39,373","147,434","26,436",
12/09/2021,Descartados,"176,125","83,511","893,593","90,285",
12/09/2021,Sospechosos,"23,035",206,Na,Na,
13/09/2021,Confirmados,"144,988","39,373","148,827","26,517",
13/09/2021,Descartados,"176,336","83,511","899,030","90,627",
13/09/2021,Sospechosos,"23,058",206,Na,Na,
14/09/2021,Confirmados,"145,862","39,459","149,289","26,731",
14/09/2021,Descartados,"177,418","83,781","904,468","91,634",
14/09/2021,Sospechosos,"23,271",206,Na,Na,
15/09/2021,Confirmados,"146,787","39,460","150,011","26,731",
15/09/2021,Descartados,"178,498","83,785","908,879","91,634",
15/09/2021,Sospechosos,"23,304",206,Na,Na,
16/09/2021,Confirmados,"147,020","39,546","151,011","26,868",
16/09/2021,Descartados,"178,809","84,055","913,436","92,390",
16/09/2021,Sospechosos,"23,241",206,Na,Na,
17/09/2021,Confirmados,"147,126","39,692","151,640","26,989",
17/09/2021,Descartados,"178,952","84,406","918,726","92,809",
17/09/2021,Sospechosos,"23,159",206,Na,Na,
18/09/2021,Confirmados,"147,993","39,692","151,783","26,989",
18/09/2021,Descartados,"179,996","84,406","920,575","92,809",
18/09/2021,Sospechosos,"23,286",206,Na,Na,
19/09/2021,Confirmados,"148,185","39,808","152,302","27,092",
19/09/2021,Descartados,"180,307","84,825","925,318","93,254",
19/09/2021,Sospechosos,"23,172",206,Na,Na,
20/09/2021,Confirmados,"148,389","39,808","152,986","27,092",
20/09/2021,Descartados,"180,573","84,825","929,169","93,254",
20/09/2021,Sospechosos,"23,148",206,Na,Na,
21/09/2021,Confirmados,"149,443","39,808","153,035","27,092",
21/09/2021,Descartados,"181,769","84,825","933,107","93,254",
21/09/2021,Sospechosos,"23,357",206,Na,Na,
22/09/2021,Confirmados,"150,251","39,811","153,196","27,192",
22/09/2021,Descartados,"183,023","84,837","936,159","93,665",
22/09/2021,Sospechosos,"23,362",206,Na,Na,
23/09/2021,Confirmados,"151,123","39,856","153,337","27,192",
23/09/2021,Descartados,"184,226","84,996","941,326","93,665",
23/09/2021,Sospechosos,"23,296",206,Na,Na,
24/09/2021,Confirmados,"151,925","39,856","153,427","27,365",
24/09/2021,Descartados,"185,487","84,996","943,048","94,415",
24/09/2021,Sospechosos,"23,257",206,Na,Na,
25/09/2021,Confirmados,"152,433","40,112","153,692","27,365",
25/09/2021,Descartados,"186,417","85,662","948,141","94,415",
25/09/2021,Sospechosos,"23,315",206,Na,Na,
26/09/2021,Confirmados,"152,599","40,253","154,097","27,580",
26/09/2021,Descartados,"186,717","85,975","952,287","95,139",
26/09/2021,Sospechosos,"23,247",206,Na,Na,
27/09/2021,Confirmados,"152,753","40,253","154,810","27,580",
27/09/2021,Descartados,"187,001","85,975","957,636","95,139",
27/09/2021,Sospechosos,"23,191",206,Na,Na,
28/09/2021,Confirmados,"153,237","40,253","155,100","27,657",
28/09/2021,Descartados,"187,783","85,975","961,741","95,422",
28/09/2021,Sospechosos,"23,465",206,Na,Na,
29/09/2021,Confirmados,"153,879","40,253","155,344","27,657",
29/09/2021,Descartados,"188,674","85,975","964,816","95,422",
29/09/2021,Sospechosos,"23,530",206,Na,Na,
30/09/2021,Confirmados,"154,400","40,336","155,501","27,775",
30/09/2021,Descartados,"189,560","86,270","967,705","95,728",
30/09/2021,Sospechosos,"23,549",206,Na,Na,
01/10/2021,Confirmados,"154,803","40,336","155,847","27,895",
01/10/2021,Descartados,"190,332","86,270","970,310","96,388",
01/10/2021,Sospechosos,"23,616",206,Na,Na,
02/10/2021,Confirmados,"155,162","40,336","156,263","27,898",
02/10/2021,Descartados,"190,934","86,270","972,006","96,504",
02/10/2021,Sospechosos,"23,662",206,Na,Na,
03/10/2021,Confirmados,"155,341","40,624","156,519","27,898",
03/10/2021,Descartados,"191,212","87,161","973,894","96,504",
03/10/2021,Sospechosos,"23,489",206,Na,Na,
04/10/2021,Confirmados,"155,450","40,624","157,082","27,898",
04/10/2021,Descartados,"191,407","87,161","976,047","96,504",
04/10/2021,Sospechosos,"23,516",206,Na,Na,
05/10/2021,Confirmados,"155,862","40,624","157,229","27,998",
05/10/2021,Descartados,"192,081","87,161","977,916","97,100",
05/10/2021,Sospechosos,"23,724",206,Na,Na,
06/10/2021,Confirmados,"156,295","40,653","157,399","27,998",
06/10/2021,Descartados,"192,828","87,308","980,190","97,100",
06/10/2021,Sospechosos,"23,742",206,Na,Na,
07/10/2021,Confirmados,"156,654","40,653","157,601","28,058",
07/10/2021,Descartados,"193,555","87,308","981,963","97,303",
07/10/2021,Sospechosos,"23,817",206,Na,Na,
08/10/2021,Confirmados,"156,975","40,759","157,793","28,058",
08/10/2021,Descartados,"194,191","87,751","983,802","97,303",
08/10/2021,Sospechosos,"23,879",206,Na,Na,
09/10/2021,Confirmados,"157,253","40,759","158,005","28,151",
09/10/2021,Descartados,"194,850","87,751","986,754","97,991",
09/10/2021,Sospechosos,"23,937",206,NA,NA,
10/10/2021,Confirmados,"157,375","40,856","158,313","28,151",
10/10/2021,Descartados,"195,104","88,110","988,610","97,991",
10/10/2021,Sospechosos,"23,790",206,NA,NA,
11/10/2021,Confirmados,"157,471","40,856","158,624","28,206",
11/10/2021,Descartados,"195,286","88,110","990,821","98,366",
11/10/2021,Sospechosos,"23,800",206,NA,NA,
12/10/2021,Confirmados,"127,676","40,856","158,834","23,220",
12/10/2021,Descartados,"195,769","88,110","994,850","98,457",
12/10/2021,Sospechosos,"24,099",206,Na,Na,
13/10/2021,Confirmados,"157,965","40,856","158,978","28,220",
13/10/2021,Descartados,"196,471","88,110","997,384","98,457",
13/10/2021,Sospechosos,"24,025",206,NA,NA,
14/10/2021,Confirmados,"158,247","40,856","159,066","28,283",
14/10/2021,Descartados,"197,139","88,110","998,615","98,795",
14/10/2021,Sospechosos,"24,111",206,NA,NA,
15/10/2021,Confirmados,"158,452","40,936","159,221","28,283",
15/10/2021,Descartados,"197,775","88,490","1,002,975","98,795",
15/10/2021,Sospechosos,"24,198",206,NA,NA,
16/10/2021,Confirmados,"158,665","40,936","159,341","28,356",
16/10/2021,Descartados,"198,396","88,490","1,006,992","99,236",
16/10/2021,Sospechosos,"24,210",206,NA,NA,
17/10/2021,Confirmados,"158,732","41,019","159,519","28,449",
17/10/2021,Descartados,"198,635","88,949","1,009,944","99,824",
17/10/2021,Sospechosos,"24,086",206,NA,NA,
18/10/2021,Confirmados,"158,796","41,019","159,798","28,471",
18/10/2021,Descartados,"198,795","88,949","1,014,349","99,937",
18/10/2021,Sospechosos,"24,059",206,NA,NA,
19/10/2021,Confirmados,"158,960","41,019","159,977","28,471",
19/10/2021,Descartados,"199,163","88,949","1,018,789","99,937",
19/10/2021,Sospechosos,"24,382",206,NA,NA,
20/10/2021,Confirmados,"159,281","41,019","160,055","28,471",
20/10/2021,Descartados,"199,730","88,949","1,022,764","99,937",
20/10/2021,Sospechosos,"24,437",206,NA,NA,
21/10/2021,Confirmados,"159,491","41,062","160,117","28,547",
21/10/2021,Descartados,"200,498","89,133","1,026,265","100,283",
21/10/2021,Sospechosos,"24,284",206,Na,Na,
22/10/2021,Confirmados,"159,675","41,138","160,151","28,627",
22/10/2021,Descartados,"201,133","89,509","1,029,340","100,817",
22/10/2021,Sospechosos,"24,344",206,Na,Na,
23/10/2021,Confirmados,"159,897","41,138","160,230","28,712",
23/10/2021,Descartados,"201,781","89,509","1,031,678","101,239",
23/10/2021,Sospechosos,"24,294",206,Na,Na,
24/10/2021,Confirmados,"159,953","41,138","160,312","28,906",
24/10/2021,Descartados,"201,944","89,509","1,034,664","102,452",
24/10/2021,Sospechosos,"24,215",206,NA,NA,
25/10/2021,Confirmados,"159,993","41,138","160,496","28,942",
25/10/2021,Descartados,"202,049","89,509","1,038,334","102,776",
25/10/2021,Sospechosos,"24,253",206,NA,NA,
26/10/2021,Confirmados,"160,213","41,138","160,531","28,966",
26/10/2021,Descartados,"202,649","89,509","1,041,961","103,105",
26/10/2021,Sospechosos,"24,435",206,NA,NA,
27/10/2021,Confirmados,"160,412","41,215","160,558","28,966",
27/10/2021,Descartados,"203,367","89,959","1,043,640","103,105",
27/10/2021,Sospechosos,"24,397",206,NA,NA,
28/10/2021,Confirmados,"160,607","41,215","160,640","28,998",
28/10/2021,Descartados,"204,082","89,959","1,046,313","103,583",
28/10/2021,Sospechosos,"24,325",206,NA,NA,
29/10/2021,Confirmados,"160,815","41,274","160,684","28,998",
29/10/2021,Descartados,"204,672","90,365","1,048,411","103,583",
29/10/2021,Sospechosos,"24,373",206,NA,NA,
30/10/2021,Confirmados,"160,965","41,274","160,816","28,998",
30/10/2021,Descartados,"205,276","90,365","1,051,750","103,583",
30/10/2021,Sospechosos,"24,337",206,NA,NA,
31/10/2021,Confirmados,"161,006","41,274","160,965","28,998",
31/10/2021,Descartados,"205,488","90,365","1,055,557","103,583",
31/10/2021,Sospechosos,"24,257",206,Na,Na,
01/11/2021,Confirmados,"161,033","41,274","161,062","29,047",
01/11/2021,Descartados,"205,610","90,365","1,059,632","104,065",
01/11/2021,Sospechosos,"24,231",206,NA,NA,
02/11/2021,Confirmados,"161,179","41,312","161,068","29,047",
02/11/2021,Descartados,"206,157","90,922","1,061,479","104,065",
02/11/2021,Sospechosos,"24,343",206,NA,NA,
03/11/2021,Confirmados,"161,331","41,312","161,094","29,077",
03/11/2021,Descartados,"206,771","90,922","1,064,347","104,139",
03/11/2021,Sospechosos,"24,312",206,NA,NA,
04/11/2021,Confirmados,"161,414","41,312","161,106","29,208",
04/11/2021,Descartados,"207,405","90,922","1,065,965","105,187",
04/11/2021,Sospechosos,"24,343",206,NA,NA,
05/11/2021,Confirmados,"161,559","41,312","161,164","29,208",
05/11/2021,Descartados,"208,029","90,922","1,069,398","105,187",
05/11/2021,Sospechosos,"24,357",206,NA,NA,
06/11/2021,Confirmados,"161,673","41,312","161,194","29,263",
06/11/2021,Descartados,"208,694","90,922","1,071,930","105,358",
06/11/2021,Sospechosos,"24,322",206,NA,NA,
07/11/2021,Confirmados,"161,699","41,357","161,245","29,305",
07/11/2021,Descartados,"208,852","91,277","1,074,108","105,494",
07/11/2021,Sospechosos,"24,281",206,NA,NA,
08/11/2021,Confirmados,"161,709","41,357","161,335","29,323",
08/11/2021,Descartados,"208,987","91,277","1,077,769","105,715",
08/11/2021,Sospechosos,"24,288",206,Na,Na,
09/11/2021,Confirmados,"161,817","41,357","161,403","29,323",
09/11/2021,Descartados,"209,661","91,277","1,080,682","105,715",
09/11/2021,Sospechosos,"24,379",206,NA,NA,
10/11/2021,Confirmados,"161,953","41,357","161,449","29,323",
10/11/2021,Descartados,"210,310","91,277","1,083,793","105,715",
10/11/2021,Sospechosos,"24,411",206,NA,NA,
11/11/2021,Confirmados,"162,036","41,357","161,498","29,359",
11/11/2021,Descartados,"210,942","91,277","1,086,942","105,854",
11/11/2021,Sospechosos,"24,429",206,NA,NA,
12/11/2021,Confirmados,"162,153","41,357","161,532","29,359",
12/11/2021,Descartados,"211,564","91,282","1,089,494","105,854",
12/11/2021,Sospechosos,"24,422",206,NA,NA,
13/11/2021,Confirmados,"162,273","41,357","161,578","29,359",
13/11/2021,Descartados,"212,123","91,282","1,092,012","105,854",
13/11/2021,Sospechosos,"24,404",206,NA,NA,
14/11/2021,Confirmados,"162,299","41,357","161,640","29,407",
14/11/2021,Descartados,"212,255","91,282","1,095,017","105,995",
14/11/2021,Sospechosos,"24,345",206,NA,NA,
15/11/2021,Confirmados,"162,310","41,357","161,705","29,432",
15/11/2021,Descartados,"212,368","91,282","1,097,940","106,615",
15/11/2021,Sospechosos,"24,335",206,NA,NA,
16/11/2021,Confirmados,"162,317","41,397","161,752","29,432",
16/11/2021,Descartados,"212,405","91,611","1,101,358","106,615",
16/11/2021,Sospechosos,"24,359",206,NA,NA,
17/11/2021,Confirmados,"162,413","41,397","161,776","29,432",
17/11/2021,Descartados,"212,959","91,611","1,103,284","106,615",
17/11/2021,Sospechosos,"24,430",206,NA,NA,
18/11/2021,Confirmados,"162,523","41,397","161,788","29,443",
18/11/2021,Descartados,"213,510","91,611","1,105,095","106,786",
18/11/2021,Sospechosos,"24,422",206,NA,NA,
19/11/2021,Confirmados,"162,627","41,397","161,803","29,474",
19/11/2021,Descartados,"214,104","91,611","1,107,856","106,910",
19/11/2021,Sospechosos,"24,397",206,NA,NA,
20/11/2021,Confirmados,"162,714","41,397","161,859","29,474",
20/11/2021,Descartados,"214,560","91,611","1,111,921","106,910",
20/11/2021,Sospechosos,"24,401",206,NA,NA,
21/11/2021,Confirmados,"162,734","41,422","161,897","29,507",
21/11/2021,Descartados,"214,708","91,882","1,115,920","107,016",
21/11/2021,Sospechosos,"24,359",206,NA,NA,
22/11/2021,Confirmados,"162,743","41,422","161,951","29,547",
22/11/2021,Descartados,"214,799","91,882","1,119,529","107,122",
22/11/2021,Sospechosos,"24,392",206,NA,NA,
23/11/2021,Confirmados,"162,830","41,422","161,991","29,547",
23/11/2021,Descartados,"215,324","91,882","1,124,217","107,122",
23/11/2021,Sospechosos,"24,449",206,NA,NA,
24/11/2021,Confirmados,"162,921","41,422","162,017","29,571",
24/11/2021,Descartados,"215,807","91,882","1,127,745","107,219",
24/11/2021,Sospechosos,"24,460",206,NA,NA,
25/11/2021,Confirmados,"163,012","41,422","162,046","29,585",
25/11/2021,Descartados,"216,406","91,882","1,131,706","107,287",
25/11/2021,Sospechosos,"24,451",206,NA,NA,
26/11/2021,Confirmados,"163,106","41,439","162,061","29,601",
26/11/2021,Descartados,"216,872","92,310","1,134,008","107,648",
26/11/2021,Sospechosos,"24,483",206,NA,NA,
27/11/2021,Confirmados,"163,206","41,439","162,070","29,623",
27/11/2021,Descartados,"217,277","92,310","1,135,628","107,859",
27/11/2021,Sospechosos,"24,457",206,NA,NA,
28/11/2021,Confirmados,"163,232","41,454","162,122","29,652",
28/11/2021,Descartados,"217,423","92,383","1,138,636","108,138",
28/11/2021,Sospechosos,"24,404",206,NA,NA,
29/11/2021,Confirmados,"163,245","41,454","162,220","29,652",
29/11/2021,Descartados,"217,512","92,383","1,142,390","108,138",
29/11/2021,Sospechosos,"24,420",206,NA,NA,
30/11/2021,Confirmados,"163,328","41,454","162,236","29,685",
30/11/2021,Descartados,"217,896","92,383","1,144,309","108,636",
30/11/2021,Sospechosos,"24,510",206,NA,NA,
01/12/2021,Confirmados,"163,415","41,454","162,288","29,685",
01/12/2021,Descartados,"218,427","92,391","1,148,991","108,636",
01/12/2021,Sospechosos,"24,492",206,NA,NA,
02/12/2021,Confirmados,"163,608","41,454","162,317","29,685",
02/12/2021,Descartados,"219,091","92,404","1,152,657","108,636",
02/12/2021,Sospechosos,"24,190",206,NA,NA,
03/12/2021,Confirmados,"163,698","41,454","162,391","29,685",
03/12/2021,Descartados,"219,504","92,427","1,155,761","108,636",
03/12/2021,Sospechosos,"24,216",206,Na,Na,
04/12/2021,Confirmados,"163,794","41,454","162,461","29,685",
04/12/2021,Descartados,"219,905","92,427","1,158,441","108,636",
04/12/2021,Sospechosos,"24,222",206,NA,NA,
05/12/2021,Confirmados,"163,808","41,454","162,513","29,742",
05/12/2021,Descartados,"220,009","92,427","1,161,134","109,986",
05/12/2021,Sospechosos,"24,188",206,Na,Na,
06/12/2021,Confirmados,"163,823","41,454","162,599","29,742",
06/12/2021,Descartados,"220,116","92,427","1,164,553","109,986",
06/12/2021,Sospechosos,"24,214",206,Na,Na,
07/12/2021,Confirmados,"163,946","41,460","162,622","29,763",
07/12/2021,Descartados,"220,582","92,477","1,165,901","110,192",
07/12/2021,Sospechosos,"24,324",206,Na,Na,
08/12/2021,Confirmados,"164,055","41,460","162,671","29,763",
08/12/2021,Descartados,"221,074","92,477","1,169,728","110,192",
08/12/2021,Sospechosos,"24,306",206,Na,Na,
09/12/2021,Confirmados,"164,147","41,460","162,719","29,763",
09/12/2021,Descartados,"221,519","92,477","1,173,845","110,192",
09/12/2021,Sospechosos,"24,292",206,NA,NA,
10/12/2021,Confirmados,"164,258","41,460","162,750","29,763",
10/12/2021,Descartados,"221,934","92,477","1,176,531","110,192",
10/12/2021,Sospechosos,"24,289",206,Na,Na,
11/12/2021,Confirmados,"164,386","41,460","162,761","29,763",
11/12/2021,Descartados,"222,366","92,477","1,177,949","110,192",
11/12/2021,Sospechosos,"24,235",206,Na,Na,
12/12/2021,Confirmados,"164,406","41,460","162,812","29,818",
12/12/2021,Descartados,"222,510","92,477","1,181,190","111,602",
12/12/2021,Sospechosos,"24,191",206,Na,Na,
13/12/2021,Confirmados,"164,421","41,469","162,879","29,818",
13/12/2021,Descartados,"222,598","92,569","1,184,842","111,602",
13/12/2021,Sospechosos,"24,200",206,Na,Na,
14/12/2021,Confirmados,"164,508","41,469","162,893","29,818",
14/12/2021,Descartados,"222,953","92,569","1,185,850","111,602",
14/12/2021,Sospechosos,"24,268",206,NA,NA,
15/12/2021,Confirmados,"164,611","41,469","162,906","29,818",
15/12/2021,Descartados,"223,430","92,569","1,186,850","111,602",
15/12/2021,Sospechosos,"24,295",206,Na,Na,
16/12/2021,Confirmados,"164,699","41,469","162,931","29,836",
16/12/2021,Descartados,"223,892","92,569","1,188,074","112,266",
16/12/2021,Sospechosos,"24,257",206,Na,Na,
17/12/2021,Confirmados,"164,779","41,469","162,965","29,836",
17/12/2021,Descartados,"224,331","92,569","1,191,523","112,266",
17/12/2021,Sospechosos,"24,315",206,Na,Na,
18/12/2021,Confirmados,"164,894","41,469","162,975","29,836",
18/12/2021,Descartados,"224,814","92,569","1,192,565","112,266",
18/12/2021,Sospechosos,"24,290",206,NA,NA,
19/12/2021,Confirmados,"164,906","41,469","163,059","29,836",
19/12/2021,Descartados,"224,935","92,569","1,194,161","112,266",
19/12/2021,Sospechosos,"24,239",206,Na,Na,
20/12/2021,Confirmados,"164,914","41,469","163,139","29,836",
20/12/2021,Descartados,"225,011","92,569","1,197,072","112,266",
20/12/2021,Sospechosos,"24,254",206,Na,Na,
21/12/2021,Confirmados,"165,023","41,497","163,160","29,836",
21/12/2021,Descartados,"225,373","92,714","1,199,778","112,266",
21/12/2021,Sospechosos,"24,329",206,Na,Na,
22/12/2021,Confirmados,"165,123","41,497","163,214","29,836",
22/12/2021,Descartados,"225,799","92,714","1,202,630","112,266",
22/12/2021,Sospechosos,"24,348",206,Na,Na,
23/12/2021,Confirmados,"165,232","41,497","163,289","29,836",
23/12/2021,Descartados,"226,191","92,714","1,205,587","112,266",
23/12/2021,Sospechosos,"24,339",206,Na,Na,
24/12/2021,Confirmados,"165,370","41,497","163,347","29,836",
24/12/2021,Descartados,"226,615","92,714","1,209,124","112,266",
24/12/2021,Sospechosos,"24,343",206,Na,Na,
25/12/2021,Confirmados,"165,451","41,497","163,426","29,855",
25/12/2021,Descartados,"226,958","92,714","1,212,679","113,037",
25/12/2021,Sospechosos,"24,336",206,Na,Na,
26/12/2021,Confirmados,"165,465","41,497","163,601","29,855",
26/12/2021,Descartados,"227,041","92,714","1,216,617","113,037",
26/12/2021,Sospechosos,"24,271",206,Na,Na,
27/12/2021,Confirmados,"165,490","41,497","163,742","29,855",
27/12/2021,Descartados,"227,116","92,714","1,221,221","113,037",
27/12/2021,Sospechosos,"24,288",206,Na,Na,
28/12/2021,Confirmados,"165,672","41,497","163,764","29,855",
28/12/2021,Descartados,"227,530","92,714","1,223,729","113,037",
28/12/2021,Sospechosos,"24,388",206,Na,Na,
29/12/2021,Confirmados,"165,860","41,497","163,832","29,855",
29/12/2021,Descartados,"227,991","92,714","1,227,678","113,037",
29/12/2021,Sospechosos,"24,514",206,Na,Na,
30/12/2021,Confirmados,"166,127","41,497","163,903","29,855",
30/12/2021,Descartados,"228,619","92,714","1,230,428","113,037",
30/12/2021,Sospechosos,"24,520",206,Na,Na,
31/12/2021,Confirmados,"166,441","41,497","163,994","29,862",
31/12/2021,Descartados,"229,152","92,714","1,233,509","113,077",
31/12/2021,Sospechosos,"24,561",206,Na,Na,
01/01/2022,Confirmados,"166,698","41,497","164,162","29,884",
01/01/2022,Descartados,"229,834","92,714","1,237,204","113,192",
01/01/2022,Sospechosos,"24,442",206,Na,Na,
